Orthogroup,accession,protein_id,product,record_id,locus_tag,seq_type,oriC_strand,SCOG_location,label
OG0002196,GCF_000935185.3,WP_016571061.1,50S ribosomal protein L5,NZ_CP026094.1,SE95_RS18745,chromosome,negative,54.26560305254226,OG0002196: 50S ribosomal protein L5[60]
OG0002197,GCF_000935185.3,WP_016571062.1,30S ribosomal protein S8,NZ_CP026094.1,SE95_RS18730,chromosome,negative,54.2762176290228,OG0002197: 30S ribosomal protein S8[60]
OG0002198,GCF_000935185.3,WP_016571063.1,50S ribosomal protein L6,NZ_CP026094.1,SE95_RS18725,chromosome,negative,54.2807162386311,OG0002198: 50S ribosomal protein L6[60]
OG0002199,GCF_000935185.3,WP_016571064.1,50S ribosomal protein L18,NZ_CP026094.1,SE95_RS18720,chromosome,negative,54.28653229819612,OG0002199: 50S ribosomal protein L18[60]
OG0002200,GCF_000935185.3,WP_016571067.1,50S ribosomal protein L15,NZ_CP026094.1,SE95_RS18705,chromosome,negative,54.29955684410968,OG0002200: 50S ribosomal protein L15[60]
OG0002201,GCF_000935185.3,WP_006604894.1,30S ribosomal protein S13,NZ_CP026094.1,SE95_RS18675,chromosome,negative,54.3464494937886,OG0002201: 30S ribosomal protein S13[60]
OG0002202,GCF_000935185.3,WP_016571072.1,50S ribosomal protein L17,NZ_CP026094.1,SE95_RS18655,chromosome,negative,54.37678297571886,OG0002202: 50S ribosomal protein L17[60]
OG0002203,GCF_000935185.3,WP_016571323.1,chaperonin GroEL,NZ_CP026094.1,SE95_RS18540,chromosome,negative,54.60519452309276,OG0002203: chaperonin GroEL[60]
OG0002205,GCF_000935185.3,WP_044376212.1,IMP dehydrogenase,NZ_CP026094.1,SE95_RS18500,chromosome,negative,54.6895970081247,OG0002205: IMP dehydrogenase[60]
OG0002206,GCF_000935185.3,WP_016575654.1,5-(carboxyamino)imidazole ribonucleotide mutase,NZ_CP026094.1,SE95_RS17180,chromosome,negative,58.015065629358695,OG0002206: 5-(carboxyamino)imidazole ribonucleotide mutase[60]
OG0002210,GCF_000935185.3,WP_016572291.1,ABC transporter permease,NZ_CP026094.1,SE95_RS16705,chromosome,negative,59.39859159244139,OG0002210: ABC transporter permease[36] | permease-like cell division protein FtsX[22] | FtsX-like permease family protein[2]
OG0002211,GCF_000935185.3,WP_016572289.1,SsrA-binding protein SmpB,NZ_CP026094.1,SE95_RS16695,chromosome,negative,59.42212360508292,OG0002211: SsrA-binding protein SmpB[60]
OG0002213,GCF_000935185.3,WP_016573888.1,nicotinate phosphoribosyltransferase,NZ_CP026094.1,SE95_RS16430,chromosome,negative,60.04838361743481,OG0002213: icotinate phosphoribosyltransferase[60]
OG0002214,GCF_000935185.3,WP_016573884.1,M67 family metallopeptidase,NZ_CP026094.1,SE95_RS16410,chromosome,negative,60.094751429326095,OG0002214: M67 family metallopeptidase[53] | Mov34/MPN/PAD-1 family protein[7]
OG0002215,GCF_000935185.3,WP_016573880.1,MBL fold metallo-hydrolase,NZ_CP026094.1,SE95_RS16390,chromosome,negative,60.12247143329344,OG0002215: MBL fold metallo-hydrolase[60]
OG0002216,GCF_000935185.3,WP_016577395.1,ribonuclease PH,NZ_CP026094.1,SE95_RS16370,chromosome,negative,60.16888208908575,OG0002216: ibonuclease PH[60]
OG0002217,GCF_000935185.3,WP_044363777.1,co-chaperone GroES,NZ_CP026094.1,SE95_RS16315,chromosome,negative,60.26234605918585,OG0002217: co-chaperone GroES[60]
OG0002221,GCF_000935185.3,WP_037635115.1,nicotinate-nucleotide adenylyltransferase,NZ_CP026094.1,SE95_RS15215,chromosome,negative,63.132266191727744,OG0002221: icotinate-nucleotide adenylyltransferase[60]
OG0002222,GCF_000935185.3,WP_020929295.1,PhoH family protein,NZ_CP026094.1,SE95_RS15015,chromosome,negative,63.65091303566391,OG0002222: PhoH family protein[60]
OG0002223,GCF_000935185.3,WP_016574969.1,rRNA maturation RNase YbeY,NZ_CP026094.1,SE95_RS15010,chromosome,negative,63.66206316090734,OG0002223: RNA maturation RNase YbeY[60]
OG0002225,GCF_000935185.3,WP_037636358.1,tRNA dihydrouridine synthase DusB,NZ_CP026094.1,SE95_RS14860,chromosome,negative,64.03059568660457,OG0002225: RNA dihydrouridine synthase DusB[60]
OG0002226,GCF_000935185.3,WP_016571866.1,hypothetical protein,NZ_CP026094.1,SE95_RS14630,chromosome,negative,64.64338129208208,OG0002226: hypothetical protein[34] | YtxH domain-containing protein[26]
OG0002227,GCF_000935185.3,WP_016572339.1,DUF3145 domain-containing protein,NZ_CP026094.1,SE95_RS14450,chromosome,negative,65.05169437988701,OG0002227: DUF3145 domain-containing protein[56] | DUF3145 family protein[4]
OG0002229,GCF_000935185.3,WP_016572895.1,bifunctional DNA primase/polymerase,NZ_CP026094.1,SE95_RS13790,chromosome,negative,66.4714448612918,OG0002229: bifunctional DNA primase/polymerase[60]
OG0002231,GCF_000935185.3,WP_020929732.1,DUF3043 domain-containing protein,NZ_CP026094.1,SE95_RS13360,chromosome,negative,67.59103097207027,OG0002231: DUF3043 domain-containing protein[60]
OG0002232,GCF_000935185.3,WP_016575128.1,YggT family protein,NZ_CP026094.1,SE95_RS12890,chromosome,negative,68.71632603266119,OG0002232: YggT family protein[60]
OG0002236,GCF_000935185.3,WP_078948768.1,ABC transporter permease,NZ_CP026094.1,SE95_RS12805,chromosome,negative,68.96531336350543,OG0002236: ABC transporter permease[60]
OG0002238,GCF_000935185.3,WP_016573062.1,imidazoleglycerol-phosphate dehydratase HisB,NZ_CP026094.1,SE95_RS12770,chromosome,negative,69.04667393156416,OG0002238: imidazoleglycerol-phosphate dehydratase HisB[60]
OG0002239,GCF_000935185.3,WP_038525707.1,bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA,NZ_CP026094.1,SE95_RS12760,chromosome,negative,69.06203347008392,OG0002239: bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA[60]
OG0002240,GCF_000935185.3,WP_016572060.1,PAC2 family protein,NZ_CP026094.1,SE95_RS12425,chromosome,negative,69.93101489275422,OG0002240: PAC2 family protein[60]
OG0002242,GCF_000935185.3,WP_016578639.1,metal-sulfur cluster assembly factor,NZ_CP026094.1,SE95_RS12095,chromosome,negative,70.78488312933567,OG0002242: metal-sulfur cluster assembly factor[59] | DUF59 domain-containing protein[1]
OG0002243,GCF_000935185.3,WP_053164972.1,enoyl-CoA hydratase/isomerase family protein,NZ_CP026094.1,SE95_RS11855,chromosome,negative,71.32275617385969,OG0002243: yl-CoA hydratase/isomerase family protein[60]
OG0002246,GCF_000935185.3,WP_037634169.1,SMC-Scp complex subunit ScpB,NZ_CP026094.1,SE95_RS11425,chromosome,negative,72.35216658394224,OG0002246: SMC-Scp complex subunit ScpB[60]
OG0002247,GCF_000935185.3,WP_016578965.1,cell division protein SepF,NZ_CP026094.1,SE95_RS11325,chromosome,negative,72.5780931850563,OG0002247: cell division protein SepF[60]
OG0002250,GCF_000935185.3,WP_016570828.1,ubiquitin-like protein Pup,NZ_CP026094.1,SE95_RS10700,chromosome,negative,74.20868921441209,OG0002250: biquitin-like protein Pup[60]
OG0002251,GCF_000935185.3,WP_016570833.1,Pup--protein ligase,NZ_CP026094.1,SE95_RS10670,chromosome,negative,74.25981269931786,OG0002251: Pup--protein ligase[60]
OG0002252,GCF_000935185.3,WP_016570836.1,WYL domain-containing protein,NZ_CP026094.1,SE95_RS10655,chromosome,negative,74.29285605798836,OG0002252: WYL domain-containing protein[60]
OG0002253,GCF_000935185.3,WP_016576629.1,hypothetical protein,NZ_CP026094.1,SE95_RS10490,chromosome,negative,74.69567441548601,OG0002253: hypothetical protein[38] | DUF1844 domain-containing protein[22]
OG0002255,GCF_000935185.3,WP_038518309.1,RNA methyltransferase,NZ_CP026094.1,SE95_RS10225,chromosome,negative,75.3168038706894,OG0002255: RNA methyltransferase[58] | rRNA methyltransferase[2]
OG0002257,GCF_000935185.3,WP_044373870.1,protein translocase subunit SecF,NZ_CP026094.1,SE95_RS10025,chromosome,negative,75.68276576232475,OG0002257: protein translocase subunit SecF[60]
OG0002259,GCF_000935185.3,WP_016571912.1,"6,7-dimethyl-8-ribityllumazine synthase",NZ_CP026094.1,SE95_RS09640,chromosome,negative,76.59777224567807,"OG0002259: 6,7-dimethyl-8-ribityllumazine synthase[60]"
OG0002260,GCF_000935185.3,WP_016571913.1,phosphoribosyl-ATP diphosphatase,NZ_CP026094.1,SE95_RS09635,chromosome,negative,76.60405958815443,OG0002260: phosphoribosyl-ATP diphosphatase[60]
OG0002261,GCF_000935185.3,WP_016575509.1,hypothetical protein,NZ_CP026094.1,SE95_RS35290,chromosome,negative,13.610843277224246,OG0002261: hypothetical protein[60]
OG0002263,GCF_000935185.3,WP_037682991.1,uracil-DNA glycosylase,NZ_CP026094.1,SE95_RS07945,chromosome,negative,80.67013859359325,OG0002263: acil-DNA glycosylase[60]
OG0002268,GCF_000935185.3,WP_044374729.1,DNA repair protein RecN,NZ_CP026094.1,SE95_RS11490,chromosome,negative,72.14824032600781,OG0002268: DNA repair protein RecN[60]
OG0002270,GCF_000935185.3,WP_053163732.1,DEAD/DEAH box helicase,NZ_CP026094.1,SE95_RS10625,chromosome,negative,74.33803495162603,OG0002270: DEAD/DEAH box helicase[60]
OG0002272,GCF_000935185.3,WP_016575508.1,Lrp/AsnC family transcriptional regulator,NZ_CP026094.1,SE95_RS35295,chromosome,negative,13.603838299405606,OG0002272: Lrp/AsnC family transcriptional regulator[58] | AsnC family transcriptional regulator[2]
OG0002274,GCF_000935185.3,WP_016572061.1,dephospho-CoA kinase,NZ_CP026094.1,SE95_RS12420,chromosome,negative,69.94354673380592,"OG0002274: dephospho-CoA kinase[55] | dephospho-CoA kinase, long form[5]"
OG0002277,GCF_000935185.3,WP_016578029.1,DUF2029 domain-containing protein,NZ_CP026094.1,SE95_RS20900,chromosome,negative,49.18110309763546,OG0002277: DUF2029 domain-containing protein[59] | glycosyltransferase 87 family protein[1]
OG0002278,GCF_000935185.3,WP_016571048.1,DNA-directed RNA polymerase subunit beta,NZ_CP026094.1,SE95_RS18845,chromosome,negative,54.05747809230676,OG0002278: DNA-directed RNA polymerase subunit beta[60]
OG0002279,GCF_000935185.3,WP_016571303.1,glutaredoxin family protein,NZ_CP026094.1,SE95_RS19490,chromosome,negative,52.64355438144225,OG0002279: glutaredoxin family protein[60]
OG0002280,GCF_000935185.3,WP_016570917.1,peptide chain release factor N(5)-glutamine methyltransferase,NZ_CP026094.1,SE95_RS26850,chromosome,negative,35.08449567051669,OG0002280: peptide chain release factor N(5)-glutamine methyltransferase[60]
OG0002281,GCF_000935185.3,WP_016570327.1,PAS domain-containing sensor histidine kinase,NZ_CP026094.1,SE95_RS26445,chromosome,negative,35.984003372671886,OG0002281: PAS domain-containing sensor histidine kinase[50] | histidine kinase N-terminal domain-containing protein[9] | PAS domain-containing protein[1]
OG0002282,GCF_000935185.3,WP_016571373.1,hypothetical protein,NZ_CP026094.1,SE95_RS28005,chromosome,negative,31.64477307620709,OG0002282: hypothetical protein[60]
OG0002284,GCF_000935185.3,WP_078487313.1,CDP-alcohol phosphatidyltransferase family protein,NZ_CP026094.1,SE95_RS33635,chromosome,negative,17.566749191160703,OG0002284: DP-alcohol phosphatidyltransferase family protein[59] | transferase[1]
OG0002285,GCF_000935185.3,WP_044371131.1,endopeptidase La,NZ_CP026094.1,SE95_RS26685,chromosome,negative,35.468119960352254,OG0002285: dopeptidase La[60]
OG0002286,GCF_000935185.3,WP_016570650.1,GuaB1 family IMP dehydrogenase-related protein,NZ_CP026094.1,SE95_RS09755,chromosome,negative,76.34217624309973,OG0002286: GuaB1 family IMP dehydrogenase-related protein[60]
OG0002287,GCF_000935185.3,WP_198602956.1,hypothetical protein,NZ_CP026094.1,SE95_RS13940,chromosome,negative,66.22418199746407,OG0002287: hypothetical protein[59] | C4-type zinc ribbon domain-containing protein[1]
OG0002290,GCF_000935185.3,WP_016578661.1,preprotein translocase subunit SecG,NZ_CP026094.1,SE95_RS12205,chromosome,negative,70.537373913077,OG0002290: preprotein translocase subunit SecG[60]
OG0002291,GCF_000935185.3,WP_044379908.1,FadR family transcriptional regulator,NZ_CP026094.1,SE95_RS28995,chromosome,negative,29.022994107464072,OG0002291: FadR family transcriptional regulator[43] | FCD domain-containing protein[15] | sporulation transcriptional regulator WhiH[2]
OG0002292,GCF_000935185.3,WP_016571827.1,CoA pyrophosphatase,NZ_CP026094.1,SE95_RS22195,chromosome,negative,46.178709623104346,OG0002292: A pyrophosphatase[50] | NUDIX domain-containing protein[10]
OG0002076,GCF_001267885.1,WP_003949403.1,30S ribosomal protein S18,NZ_CP012382.1,SAM23877_RS17770,chromosome,positive,48.042314852949325,OG0002076: 30S ribosomal protein S18[60]
OG0002077,GCF_001267885.1,WP_003953493.1,CarD family transcriptional regulator,NZ_CP012382.1,SAM23877_RS16370,chromosome,positive,44.49190384323586,OG0002077: arD family transcriptional regulator[60]
OG0002078,GCF_001267885.1,WP_003974245.1,50S ribosomal protein L36,NZ_CP012382.1,SAM23877_RS21450,chromosome,positive,57.50949549250115,OG0002078: 50S ribosomal protein L36[60]
OG0002079,GCF_001267885.1,WP_003974262.1,50S ribosomal protein L22,NZ_CP012382.1,SAM23877_RS21355,chromosome,positive,57.38672244741653,OG0002079: 50S ribosomal protein L22[60]
OG0002080,GCF_001267885.1,WP_003998824.1,50S ribosomal protein L29,NZ_CP012382.1,SAM23877_RS21370,chromosome,positive,57.40612287661038,OG0002080: 50S ribosomal protein L29[60]
OG0002081,GCF_001267885.1,WP_003973401.1,RNA-binding protein,NZ_CP012382.1,SAM23877_RS25400,chromosome,positive,68.47828861961912,OG0002081: RNA-binding protein[60]
OG0002082,GCF_001267885.1,WP_003974250.1,50S ribosomal protein L30,NZ_CP012382.1,SAM23877_RS21420,chromosome,positive,57.4574479102691,OG0002082: 50S ribosomal protein L30[60]
OG0002083,GCF_001267885.1,WP_053127842.1,bifunctional nuclease family protein,NZ_CP012382.1,SAM23877_RS06600,chromosome,positive,17.60336659465266,OG0002083: bifunctional nuclease family protein[60]
OG0002086,GCF_001267885.1,WP_003951102.1,50S ribosomal protein L32,NZ_CP012382.1,SAM23877_RS25285,chromosome,positive,68.12634725202734,OG0002086: 50S ribosomal protein L32[60]
OG0002089,GCF_001267885.1,WP_053127377.1,SDR family NAD(P)-dependent oxidoreductase,NZ_CP012382.1,SAM23877_RS05310,chromosome,positive,14.43193231164965,OG0002089: SDR family NAD(P)-dependent oxidoreductase[38] | SDR family oxidoreductase[22]
OG0002090,GCF_001267885.1,WP_053127379.1,hypothetical protein,NZ_CP012382.1,SAM23877_RS05315,chromosome,positive,14.441530165198689,OG0002090: hypothetical protein[59] | DUF6421 family protein[1]
OG0002097,GCF_001267885.1,WP_053138287.1,DUF3071 domain-containing protein,NZ_CP012382.1,SAM23877_RS26395,chromosome,positive,71.44233941960081,OG0002097: DUF3071 domain-containing protein[59] | septation protein SepH[1]
OG0002099,GCF_001267885.1,WP_053138266.1,insulinase family protein,NZ_CP012382.1,SAM23877_RS26345,chromosome,positive,71.29495155311815,OG0002099: insulinase family protein[59] | pitrilysin family protein[1]
OG0002100,GCF_001267885.1,WP_053138193.1,transcriptional repressor NrdR,NZ_CP012382.1,SAM23877_RS26190,chromosome,positive,70.79458666608863,OG0002100: anscriptional repressor NrdR[54] | transcriptional regulator NrdR[6]
OG0002102,GCF_001267885.1,WP_053137950.1,4-hydroxy-tetrahydrodipicolinate reductase,NZ_CP012382.1,SAM23877_RS25850,chromosome,positive,69.795506711272,OG0002102: 4-hydroxy-tetrahydrodipicolinate reductase[60]
OG0002103,GCF_001267885.1,WP_053137926.1,tRNA pseudouridine(55) synthase TruB,NZ_CP012382.1,SAM23877_RS25805,chromosome,positive,69.5894358581589,OG0002103: RNA pseudouridine(55) synthase TruB[60]
OG0002104,GCF_001267885.1,WP_053137913.1,ribosome maturation factor RimP,NZ_CP012382.1,SAM23877_RS25780,chromosome,positive,69.51551913910745,OG0002104: ibosome maturation factor RimP[60]
OG0002105,GCF_001267885.1,WP_053137694.1,ribosome maturation factor RimM,NZ_CP012382.1,SAM23877_RS25405,chromosome,positive,68.48297314286953,OG0002105: ibosome maturation factor RimM[60]
OG0002107,GCF_001267885.1,WP_053137648.1,acylphosphatase,NZ_CP012382.1,SAM23877_RS25315,chromosome,positive,68.18099600912338,OG0002107: acylphosphatase[60]
OG0002108,GCF_001267885.1,WP_053137634.1,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,NZ_CP012382.1,SAM23877_RS25295,chromosome,positive,68.13990708025347,OG0002108: bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase[60]
OG0002109,GCF_001267885.1,WP_053137626.1,DUF177 domain-containing protein,NZ_CP012382.1,SAM23877_RS25280,chromosome,positive,68.11844738762564,OG0002109: DUF177 domain-containing protein[60]
OG0002110,GCF_001267885.1,WP_053137621.1,pantetheine-phosphate adenylyltransferase,NZ_CP012382.1,SAM23877_RS25270,chromosome,positive,68.09572323499447,OG0002110: pantetheine-phosphate adenylyltransferase[60]
OG0002111,GCF_001267885.1,WP_053137503.1,proline dehydrogenase family protein,NZ_CP012382.1,SAM23877_RS25010,chromosome,positive,67.42122414179293,OG0002111: proline dehydrogenase family protein[59] | proline dehydrogenase[1]
OG0002115,GCF_001267885.1,WP_053137154.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase",NZ_CP012382.1,SAM23877_RS24330,chromosome,positive,65.42755607579053,"OG0002115: cob(I)yrinic acid a,c-diamide adenosyltransferase[60]"
OG0002116,GCF_001267885.1,WP_019326852.1,F0F1 ATP synthase subunit epsilon,NZ_CP012382.1,SAM23877_RS24295,chromosome,positive,65.35838409237061,OG0002116: F0F1 ATP synthase subunit epsilon[60]
OG0002118,GCF_001267885.1,WP_053137126.1,F0F1 ATP synthase subunit delta,NZ_CP012382.1,SAM23877_RS24275,chromosome,positive,65.29724444059086,OG0002118: F0F1 ATP synthase subunit delta[60]
OG0002119,GCF_001267885.1,WP_053137105.1,peptide chain release factor 1,NZ_CP012382.1,SAM23877_RS24225,chromosome,positive,65.190993672883,OG0002119: peptide chain release factor 1[60]
OG0002120,GCF_001267885.1,WP_018571447.1,50S ribosomal protein L31,NZ_CP012382.1,SAM23877_RS24220,chromosome,positive,65.18698352830103,OG0002120: 50S ribosomal protein L31[60]
OG0002121,GCF_001267885.1,WP_053137094.1,threonine synthase,NZ_CP012382.1,SAM23877_RS24195,chromosome,positive,65.09677333892104,OG0002121: hreonine synthase[60]
OG0002122,GCF_001267885.1,WP_053136869.1,peptide deformylase,NZ_CP012382.1,SAM23877_RS23750,chromosome,positive,63.96198671955722,OG0002122: peptide deformylase[60]
OG0002125,GCF_001267885.1,WP_053136774.1,mycoredoxin,NZ_CP012382.1,SAM23877_RS23570,chromosome,positive,63.50333697016115,OG0002125: mycoredoxin[53] | NrdH-redoxin[7]
OG0002128,GCF_001267885.1,WP_174532302.1,class I SAM-dependent methyltransferase,NZ_CP012382.1,SAM23877_RS23370,chromosome,positive,62.86359246333668,OG0002128: O-methyltransferase[37] | class I SAM-dependent methyltransferase[23]
OG0002129,GCF_001267885.1,WP_053136655.1,succinyl-diaminopimelate desuccinylase,NZ_CP012382.1,SAM23877_RS23340,chromosome,positive,62.79396286582032,OG0002129: succinyl-diaminopimelate desuccinylase[60]
OG0002130,GCF_001267885.1,WP_053136479.1,WhiB family transcriptional regulator,NZ_CP012382.1,SAM23877_RS23000,chromosome,positive,61.82897516118855,OG0002130: WhiB family transcriptional regulator[60]
OG0002132,GCF_001267885.1,WP_053136115.1,cytidine deaminase,NZ_CP012382.1,SAM23877_RS22360,chromosome,positive,60.10894828238162,OG0002132: cytidine deaminase[60]
OG0002134,GCF_001267885.1,WP_053136010.1,succinate dehydrogenase hydrophobic membrane anchor subunit,NZ_CP012382.1,SAM23877_RS22180,chromosome,positive,59.60507903477144,OG0002134: succinate dehydrogenase hydrophobic membrane anchor subunit[60]
OG0002135,GCF_001267885.1,WP_053142744.1,tryptophan--tRNA ligase,NZ_CP012382.1,SAM23877_RS22080,chromosome,positive,59.40860603520738,OG0002135: yptophan--tRNA ligase[60]
OG0002136,GCF_001267885.1,WP_053135911.1,malate dehydrogenase,NZ_CP012382.1,SAM23877_RS22005,chromosome,positive,59.19376825940457,OG0002136: malate dehydrogenase[60]
OG0002139,GCF_001267885.1,WP_053132815.1,hypothetical protein,NZ_CP012382.1,SAM23877_RS15685,chromosome,positive,42.62454931032739,OG0002139: hypothetical protein[60]
OG0002144,GCF_001267885.1,WP_053133298.1,D-tyrosyl-tRNA(Tyr) deacylase,NZ_CP012382.1,SAM23877_RS16575,chromosome,positive,44.91918294207328,OG0002144: D-tyrosyl-tRNA(Tyr) deacylase[59] | D-aminoacyl-tRNA deacylase[1]
OG0002145,GCF_001267885.1,WP_053133301.1,folate-binding protein YgfZ,NZ_CP012382.1,SAM23877_RS16580,chromosome,positive,44.924674311230575,OG0002145: folate-binding protein YgfZ[56] | folate-binding protein[3] | glycine cleavage T C-terminal barrel domain-containing protein[1]
OG0002146,GCF_001267885.1,WP_053133307.1,FABP family protein,NZ_CP012382.1,SAM23877_RS16590,chromosome,positive,44.941883009752,OG0002146: FABP family protein[60]
OG0002147,GCF_001267885.1,WP_053133394.1,phosphate ABC transporter ATP-binding protein,NZ_CP012382.1,SAM23877_RS16745,chromosome,positive,45.304421756419245,OG0002147: phosphate ABC transporter ATP-binding protein[58] | phosphate ABC transporter ATP-binding protein PstB[2]
OG0002150,GCF_001267885.1,WP_053133506.1,hypothetical protein,NZ_CP012382.1,SAM23877_RS16995,chromosome,positive,46.057425752112856,OG0002150: hypothetical protein[60]
OG0002152,GCF_001267885.1,WP_053142575.1,uracil phosphoribosyltransferase,NZ_CP012382.1,SAM23877_RS17265,chromosome,positive,46.73240654436328,OG0002152: acil phosphoribosyltransferase[60]
OG0002153,GCF_001267885.1,WP_053133632.1,hypothetical protein,NZ_CP012382.1,SAM23877_RS17275,chromosome,positive,46.74823035811916,OG0002153: hypothetical protein[59] | tRNA adenosine deaminase-associated protein[1]
OG0002154,GCF_001267885.1,WP_053133728.1,SEC-C domain-containing protein,NZ_CP012382.1,SAM23877_RS17495,chromosome,positive,47.29583787936811,OG0002154: SEC-C domain-containing protein[58] | DUF5926 family protein[1] | topoisomerase II[1]
OG0002155,GCF_001267885.1,WP_053133773.1,ABC transporter permease,NZ_CP012382.1,SAM23877_RS17570,chromosome,positive,47.51210870984135,OG0002155: ABC transporter permease[38] | ABC transporter permease subunit[22]
OG0002156,GCF_001267885.1,WP_053133885.1,hypothetical protein,NZ_CP012382.1,SAM23877_RS17785,chromosome,positive,48.06059533185452,OG0002156: hypothetical protein[60]
OG0002161,GCF_001267885.1,WP_053134165.1,M18 family aminopeptidase,NZ_CP012382.1,SAM23877_RS18290,chromosome,positive,49.44591362654354,OG0002161: M18 family aminopeptidase[60]
OG0002162,GCF_001267885.1,WP_053134171.1,SseB family protein,NZ_CP012382.1,SAM23877_RS18300,chromosome,positive,49.48668945103168,OG0002162: SseB family protein[60]
OG0002163,GCF_001267885.1,WP_053134402.1,molecular chaperone DnaJ,NZ_CP012382.1,SAM23877_RS18745,chromosome,positive,50.59435641394326,OG0002163: molecular chaperone DnaJ[60]
OG0002164,GCF_001267885.1,WP_053134404.1,MerR family transcriptional regulator,NZ_CP012382.1,SAM23877_RS18750,chromosome,positive,50.60883147036226,OG0002164: helix-turn-helix domain-containing protein[39] | MerR family transcriptional regulator[16] | helix-turn-helix transcriptional regulator[5]
OG0002166,GCF_001267885.1,WP_053134525.1,DUF5063 domain-containing protein,NZ_CP012382.1,SAM23877_RS19010,chromosome,positive,51.25053890081094,OG0002166: DUF5063 domain-containing protein[60]
OG0002167,GCF_001267885.1,WP_003975360.1,DUF4177 domain-containing protein,NZ_CP012382.1,SAM23877_RS37575,chromosome,positive,52.25076289086867,OG0002167: DUF4177 domain-containing protein[57] | hypothetical protein[3]
OG0002168,GCF_001267885.1,WP_053134709.1,MarP family serine protease,NZ_CP012382.1,SAM23877_RS19405,chromosome,positive,52.33179671336739,OG0002168: MarP family serine protease[60]
OG0002169,GCF_001267885.1,WP_053142649.1,phage holin family protein,NZ_CP012382.1,SAM23877_RS19415,chromosome,positive,52.36233643306672,OG0002169: phage holin family protein[60]
OG0002170,GCF_001267885.1,WP_053134747.1,ATP-binding protein,NZ_CP012382.1,SAM23877_RS19495,chromosome,positive,52.6237906343254,OG0002170: ATP-binding protein[60]
OG0002171,GCF_001267885.1,WP_053134850.1,hypoxanthine phosphoribosyltransferase,NZ_CP012382.1,SAM23877_RS19705,chromosome,positive,53.157862412300666,OG0002171: hypoxanthine phosphoribosyltransferase[60]
OG0002172,GCF_001267885.1,WP_053134859.1,DUF3180 domain-containing protein,NZ_CP012382.1,SAM23877_RS19720,chromosome,positive,53.20050482060323,OG0002172: DUF3180 domain-containing protein[51] | DUF3180 family protein[9]
OG0002173,GCF_001267885.1,WP_053134862.1,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,NZ_CP012382.1,SAM23877_RS19725,chromosome,positive,53.20741720195473,OG0002173: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase[60]
OG0002174,GCF_001267885.1,WP_011028954.1,dihydroneopterin aldolase,NZ_CP012382.1,SAM23877_RS19730,chromosome,positive,53.21473902749779,OG0002174: dihydroneopterin aldolase[60]
OG0002176,GCF_001267885.1,WP_053134975.1,Ppx/GppA family phosphatase,NZ_CP012382.1,SAM23877_RS19965,chromosome,positive,53.86217867662821,OG0002176: Ppx/GppA family phosphatase[59] | Ppx/GppA phosphatase family protein[1]
OG0002180,GCF_001267885.1,WP_053135377.1,NADH-quinone oxidoreductase subunit NuoI,NZ_CP012382.1,SAM23877_RS20795,chromosome,positive,55.945358468389706,OG0002180: NADH-quinone oxidoreductase subunit NuoI[60]
OG0002181,GCF_001267885.1,WP_053135385.1,NADH-quinone oxidoreductase subunit M,NZ_CP012382.1,SAM23877_RS20815,chromosome,positive,55.99083085860447,OG0002181: NADH-quinone oxidoreductase subunit M[60]
OG0002184,GCF_001267885.1,WP_053135519.1,YajQ family cyclic di-GMP-binding protein,NZ_CP012382.1,SAM23877_RS21080,chromosome,positive,56.753769897181336,OG0002184: YajQ family cyclic di-GMP-binding protein[60]
OG0002185,GCF_001267885.1,WP_006130605.1,50S ribosomal protein L11,NZ_CP012382.1,SAM23877_RS21175,chromosome,positive,56.92234047933872,OG0002185: 50S ribosomal protein L11[60]
OG0002186,GCF_001267885.1,WP_053135564.1,50S ribosomal protein L10,NZ_CP012382.1,SAM23877_RS21195,chromosome,positive,56.96462161335462,OG0002186: 50S ribosomal protein L10[60]
OG0002188,GCF_001267885.1,WP_053135618.1,50S ribosomal protein L3,NZ_CP012382.1,SAM23877_RS21330,chromosome,positive,57.3512814398948,OG0002188: 50S ribosomal protein L3[60]
OG0002189,GCF_001267885.1,WP_053135621.1,50S ribosomal protein L4,NZ_CP012382.1,SAM23877_RS21335,chromosome,positive,57.35913313439163,OG0002189: 50S ribosomal protein L4[60]
OG0002190,GCF_001267885.1,WP_007443985.1,50S ribosomal protein L23,NZ_CP012382.1,SAM23877_RS21340,chromosome,positive,57.36703299879334,OG0002190: 50S ribosomal protein L23[60]
OG0002191,GCF_001267885.1,WP_003974263.1,30S ribosomal protein S19,NZ_CP012382.1,SAM23877_RS21350,chromosome,positive,57.38279660016811,OG0002191: 30S ribosomal protein S19[60]
