ST,accession,organism,16S_copies,strain,assembly_status,status_tax,Type_Strain,pyani_group_ID,pyani_label,degree,pyani_genus_ID,pyani_species_ID
194,GCF_000716875.1,Streptomyces novaecaesareae,1,NRRL B-1267,Contig,correct name,Yes,145,GCF_000716875.1 | Streptomyces novaecaesareae NRRL B-1267 - ST 194,0,18,32
194,GCF_000717725.1,Streptomyces pyridomyceticus,1,NRRL ISP-5024,Contig,no record in LPSN entry,No,145,GCF_000717725.1 | Streptomyces pyridomyceticus NRRL ISP-5024 - ST 194,0,18,32
195,GCF_000721235.1,Streptomyces olivaceus,1,NRRL B-3009,Contig,correct name,Yes,146,GCF_000721235.1 | Streptomyces olivaceus NRRL B-3009 - ST 195,0,137,183
202,GCF_000367365.1,Streptomyces prunicolor,1,NBRC 13075,Contig,correct name,Yes,147,GCF_000367365.1 | Streptomyces prunicolor NBRC 13075 - ST 202,0,138,184
204,GCF_000384175.1,Streptomyces purpureus,2,KA281,Scaffold,correct name,No,72,GCF_000384175.1 | Streptomyces purpureus KA281 - ST 204,1,98,135
206,GCF_001514265.1,Streptomyces resistomycificus,1,DSM 40133,Scaffold,correct name,Yes,149,GCF_001514265.1 | Streptomyces resistomycificus DSM 40133 - ST 206,0,19,33
206,GCF_001270505.1,Streptomyces resistomycificus,1,NRRL 2290,Contig,correct name,Yes,149,GCF_001270505.1 | Streptomyces resistomycificus NRRL 2290 - ST 206,0,19,33
206,GCF_000716215.1,Streptomyces resistomycificus,1,NRRL ISP-5133,Scaffold,correct name,Yes,149,GCF_000716215.1 | Streptomyces resistomycificus NRRL ISP-5133 - ST 206,0,19,33
220,GCF_000718095.1,Streptomyces scopuliridis,1,NRRL B-24574,Contig,correct name,Yes,50,GCF_000718095.1 | Streptomyces scopuliridis NRRL B-24574 - ST 220,1,80,114
220,GCF_003073355.1,Streptomyces scopuliridis,1,RB72,Contig,correct name,No,50,GCF_003073355.1 | Streptomyces scopuliridis RB72 - ST 220,1,80,114
226,GCF_000719255.1,Streptomyces varsoviensis,1,NRRL B-3589,Contig,correct name,Yes,154,GCF_000719255.1 | Streptomyces varsoviensis NRRL B-3589 - ST 226,0,21,36
226,GCF_000718635.1,Streptomyces varsoviensis,1,NRRL ISP-5346,Contig,correct name,Yes,154,GCF_000718635.1 | Streptomyces varsoviensis NRRL ISP-5346 - ST 226,0,21,36
227,GCF_000830005.1,Streptomyces vietnamensis,7,GIM4.0001,Complete Genome,correct name,No,155,GCF_000830005.1 | Streptomyces vietnamensis GIM4.0001 - ST 227,0,139,185
230,GCF_000380165.1,Streptomyces vitaminophilus,1,DSM 41686,Scaffold,synonym,Yes,158,GCF_000380165.1 | Streptomyces vitaminophilus DSM 41686 - ST 230,0,22,37
230,GCF_001445835.1,Streptomyces vitaminophilus,1,ATCC 31673,Contig,synonym,Yes,158,GCF_001445835.1 | Streptomyces vitaminophilus ATCC 31673 - ST 230,0,22,37
231,GCF_001270515.1,Streptomyces viridochromogenes,1,NRRL 3427,Contig,correct name,No,159,GCF_001270515.1 | Streptomyces viridochromogenes NRRL 3427 - ST 231,0,23,38
231,GCF_000716445.1,Streptomyces wedmorensis,1,NRRL 3426,Contig,correct name,Yes,159,GCF_000716445.1 | Streptomyces wedmorensis NRRL 3426 - ST 231,0,23,38
232,GCF_000725805.1,Streptomyces xanthophaeus,1,NRRL B-5414,Scaffold,correct name,Yes,9,GCF_000725805.1 | Streptomyces xanthophaeus NRRL B-5414 - ST 232,2,117,159
233,GCF_000220705.2,Streptomyces xinghaiensis,2,S187,Complete Genome,correct name,Yes,75,GCF_000220705.2 | Streptomyces xinghaiensis S187 - ST 233,1,100,137
234,GCF_000745345.1,Streptomyces yeochonensis,5,CN732,Contig,correct name,No,160,GCF_000745345.1 | Streptomyces yeochonensis CN732 - ST 234,0,140,186
236,GCF_000225525.1,Streptomyces zinciresistens,1,K42,Contig,correct name,Yes,162,GCF_000225525.1 | Streptomyces zinciresistens K42 - ST 236,0,141,187
238,GCF_000092385.1,Streptomyces bingchenggensis,6,BCW-1,Complete Genome,no record in LPSN entry,No,60,GCF_000092385.1 | Streptomyces bingchenggensis BCW-1 - ST 238,1,142,188
239,GCF_000147815.2,Streptomyces violaceusniger,4,Tu 4113,Complete Genome,correct name,No,164,GCF_000147815.2 | Streptomyces violaceusniger Tu 4113 - ST 239,0,143,189
240,GCF_000177175.2,Streptomyces sp.,3,XylebKG-1,Scaffold,not validly described,No,1,GCF_000177175.2 | Streptomyces sp. XylebKG-1 - ST 240,4,1,1
241,GCF_900091715.1,Streptomyces sp.,1,DpondAA-F4a,Contig,not validly described,No,26,GCF_900091715.1 | Streptomyces sp. DpondAA-F4a - ST 241,2,52,74
241,GCF_900095575.1,Streptomyces sp.,1,DpondAA-F4,Contig,not validly described,No,26,GCF_900095575.1 | Streptomyces sp. DpondAA-F4 - ST 241,2,52,74
241,GCF_009863165.1,Streptomyces sp.,1,SID4939,Contig,not validly described,No,26,GCF_009863165.1 | Streptomyces sp. SID4939 - ST 241,2,52,74
241,GCF_009862475.1,Streptomyces sp.,1,SID4940,Contig,not validly described,No,26,GCF_009862475.1 | Streptomyces sp. SID4940 - ST 241,2,52,74
241,GCF_009862105.1,Streptomyces sp.,1,SID8357,Contig,not validly described,No,26,GCF_009862105.1 | Streptomyces sp. SID8357 - ST 241,2,52,74
241,GCF_000382745.1,Streptomyces sp.,1,DvalAA-83,Contig,not validly described,No,26,GCF_000382745.1 | Streptomyces sp. DvalAA-83 - ST 241,2,52,74
241,GCF_000177195.2,Streptomyces sp.,6,SirexAA-E,Complete Genome,not validly described,No,26,GCF_000177195.2 | Streptomyces sp. SirexAA-E - ST 241,2,52,74
241,GCF_009865465.1,Streptomyces sp.,6,SID1,Contig,not validly described,No,26,GCF_009865465.1 | Streptomyces sp. SID1 - ST 241,2,52,74
242,GCF_000226455.1,Streptomyces chartreusis,1,NRRL 12338,Scaffold,correct name,No,165,GCF_000226455.1 | Streptomyces chartreusis NRRL 12338 - ST 242,0,25,40
242,GCF_009862985.1,Streptomyces sp.,1,SID5464,Scaffold,not validly described,No,165,GCF_009862985.1 | Streptomyces sp. SID5464 - ST 242,0,25,40
242,GCF_900236475.1,Streptomyces chartreusis,6,NRRL3882,Complete Genome,correct name,No,165,GCF_900236475.1 | Streptomyces chartreusis NRRL3882 - ST 242,0,25,40
242,GCF_900236505.1,Streptomyces chartreusis,6,NRRL3882,Complete Genome,correct name,No,165,GCF_900236505.1 | Streptomyces chartreusis NRRL3882 - ST 242,0,25,40
243,GCF_000239075.1,Streptomyces sp.,1,W007,Contig,not validly described,No,1,GCF_000239075.1 | Streptomyces sp. W007 - ST 243,4,1,2
244,GCF_000253235.1,Streptomyces venezuelae,1,ATCC 10712,Chromosome,correct name,Yes,20,GCF_000253235.1 | Streptomyces venezuelae ATCC 10712 - ST 244,1,41,61
245,GCF_000261345.2,Streptomyces globisporus,6,C-1027,Complete Genome,correct name,No,2,GCF_000261345.2 | Streptomyces globisporus C-1027 - ST 245,2,37,52
246,GCF_000297635.1,Streptomyces sp.,1,AA0539,Contig,not validly described,No,43,GCF_000297635.1 | Streptomyces sp. AA0539 - ST 246,1,73,106
247,GCF_000299175.2,Streptomyces sp.,1,SM8,Scaffold,not validly described,No,3,GCF_000299175.2 | Streptomyces sp. SM8 - ST 247,1,57,79
248,GCF_000317595.1,Streptomyces ipomoeae,7,91-03,Contig,correct name,No,31,GCF_000317595.1 | Streptomyces ipomoeae 91-03 - ST 248,3,59,81
249,GCF_000720605.1,Streptomyces rimosus,1,NRRL WC-3558,Contig,correct name,No,8,GCF_000720605.1 | Streptomyces rimosus NRRL WC-3558 - ST 249,2,105,142
249,GCF_008704655.1,Streptomyces rimosus,4,ATCC 10970,Complete Genome,correct name,Yes,8,GCF_008704655.1 | Streptomyces rimosus ATCC 10970 - ST 249,2,105,142
249,GCF_006229535.1,Streptomyces rimosus,7,WT5260,Complete Genome,correct name,No,8,GCF_006229535.1 | Streptomyces rimosus WT5260 - ST 249,2,105,142
249,GCF_001507395.1,Streptomyces rimosus,1,NRRL WC-3897,Contig,correct name,No,8,GCF_001507395.1 | Streptomyces rimosus NRRL WC-3897 - ST 249,2,105,142
249,GCF_001279375.1,Streptomyces rimosus,1,NRRL WC-3898,Contig,correct name,No,8,GCF_001279375.1 | Streptomyces rimosus NRRL WC-3898 - ST 249,2,105,142
249,GCF_001279105.1,Streptomyces rimosus,1,NRRL WC-3873,Contig,correct name,No,8,GCF_001279105.1 | Streptomyces rimosus NRRL WC-3873 - ST 249,2,105,142
249,GCF_001279095.1,Streptomyces rimosus,1,NRRL WC-3899,Contig,correct name,No,8,GCF_001279095.1 | Streptomyces rimosus NRRL WC-3899 - ST 249,2,105,142
249,GCF_001279075.1,Streptomyces rimosus,1,NRRL WC-3875,Contig,correct name,No,8,GCF_001279075.1 | Streptomyces rimosus NRRL WC-3875 - ST 249,2,105,142
249,GCF_001279025.1,Streptomyces sp.,1,NRRL WC-3701,Contig,not validly described,No,8,GCF_001279025.1 | Streptomyces sp. NRRL WC-3701 - ST 249,2,105,142
249,GCF_000707925.2,Streptomyces rimosus,3,R6-500,Chromosome,correct name,No,8,GCF_000707925.2 | Streptomyces rimosus R6-500 - ST 249,2,105,142
249,GCF_000718815.1,Streptomyces sp.,1,NRRL WC-3703,Contig,not validly described,No,8,GCF_000718815.1 | Streptomyces sp. NRRL WC-3703 - ST 249,2,105,142
249,GCF_001279015.1,Streptomyces rimosus,1,NRRL WC-3909,Contig,correct name,No,8,GCF_001279015.1 | Streptomyces rimosus NRRL WC-3909 - ST 249,2,105,142
249,GCF_000718715.1,Streptomyces rimosus,1,NRRL WC-3874,Contig,correct name,No,8,GCF_000718715.1 | Streptomyces rimosus NRRL WC-3874 - ST 249,2,105,142
249,GCF_000718295.1,Streptomyces capuensis,1,NRRL B-3501,Contig,no record in LPSN entry,No,8,GCF_000718295.1 | Streptomyces capuensis NRRL B-3501 - ST 249,2,105,142
249,GCF_000717285.1,Streptomyces rimosus,1,NRRL ISP-5260,Contig,correct name,Yes,8,GCF_000717285.1 | Streptomyces rimosus NRRL ISP-5260 - ST 249,2,105,142
249,GCF_000716845.1,Streptomyces capuensis,1,NRRL B-12337,Contig,no record in LPSN entry,No,8,GCF_000716845.1 | Streptomyces capuensis NRRL B-12337 - ST 249,2,105,142
249,GCF_000721045.1,Streptomyces rimosus,1,NRRL B-2626,Contig,correct name,No,8,GCF_000721045.1 | Streptomyces rimosus NRRL B-2626 - ST 249,2,105,142
249,GCF_000331185.2,Streptomyces rimosus,5,ATCC 10970,Complete Genome,correct name,Yes,8,GCF_000331185.2 | Streptomyces rimosus ATCC 10970 - ST 249,2,105,142
249,GCF_000718835.1,Streptomyces rimosus,1,NRRL WC-3876,Contig,correct name,No,8,GCF_000718835.1 | Streptomyces rimosus NRRL WC-3876 - ST 249,2,105,142
249,GCF_000720715.1,Streptomyces rimosus,1,NRRL WC-3900,Contig,correct name,No,8,GCF_000720715.1 | Streptomyces rimosus NRRL WC-3900 - ST 249,2,105,142
249,GCF_000718865.1,Streptomyces rimosus,1,NRRL WC-3882,Contig,correct name,No,8,GCF_000718865.1 | Streptomyces rimosus NRRL WC-3882 - ST 249,2,105,142
249,GCF_000720565.1,Streptomyces rimosus,1,NRRL WC-3925,Contig,correct name,No,8,GCF_000720565.1 | Streptomyces rimosus NRRL WC-3925 - ST 249,2,105,142
250,GCF_000332625.1,Streptomyces viridochromogenes,1,Tue57,Contig,correct name,No,51,GCF_000332625.1 | Streptomyces viridochromogenes Tue57 - ST 250,2,82,116
251,GCF_000349325.1,Streptomyces davaonensis,6,JCM 4913,Chromosome,correct name,Yes,166,GCF_000349325.1 | Streptomyces davaonensis JCM 4913 - ST 251,0,144,190
252,GCF_000364805.1,Streptomyces sp.,5,PAMC 26508,Complete Genome,not validly described,No,1,GCF_000364805.1 | Streptomyces sp. PAMC 26508 - ST 252,1,2,3
253,GCF_000373405.1,Streptomyces sp.,1,ScaeMP-e10,Scaffold,not validly described,No,1,GCF_000373405.1 | Streptomyces sp. ScaeMP-e10 - ST 253,1,1,4
253,GCF_009872615.1,Streptomyces sp.,1,SID5594,Scaffold,not validly described,No,1,GCF_009872615.1 | Streptomyces sp. SID5594 - ST 253,1,1,4
254,GCF_000403665.1,Streptomyces lividans,1,1326,Chromosome,no record in LPSN entry,No,13,GCF_000403665.1 | Streptomyces lividans 1326 - ST 254,3,12,21
254,GCF_000972395.1,Streptomyces sp.,1,WM6391,Scaffold,not validly described,No,13,GCF_000972395.1 | Streptomyces sp. WM6391 - ST 254,3,12,21
255,GCF_000403765.2,Streptomyces albulus,1,CCRC 11814,Contig,correct name,No,32,GCF_000403765.2 | Streptomyces albulus CCRC 11814 - ST 255,3,60,82
255,GCF_003851665.1,Streptomyces albulus,6,NBRC 14147,Contig,correct name,No,32,GCF_003851665.1 | Streptomyces albulus NBRC 14147 - ST 255,3,60,82
256,GCF_000411495.1,Streptomyces sp.,2,HPH0547,Scaffold,not validly described,No,29,GCF_000411495.1 | Streptomyces sp. HPH0547 - ST 256,1,56,78
256,GCF_000720885.1,Streptomyces albus,1,NRRL B-2362,Contig,correct name,No,29,GCF_000720885.1 | Streptomyces albus NRRL B-2362 - ST 256,1,56,78
256,GCF_004768505.1,Streptomyces albus,1,DSM 40763,Scaffold,correct name,No,29,GCF_004768505.1 | Streptomyces albus DSM 40763 - ST 256,1,56,78
256,GCF_011006355.1,Streptomyces albus,1,CAS922,Complete Genome,correct name,No,29,GCF_011006355.1 | Streptomyces albus CAS922 - ST 256,1,56,78
257,GCF_000444875.1,Streptomyces collinus,6,Tu 365,Complete Genome,correct name,No,167,GCF_000444875.1 | Streptomyces collinus Tu 365 - ST 257,0,145,191
258,GCF_000495755.1,Streptomyces sp.,6,PVA 94-07,Chromosome,not validly described,No,3,GCF_000495755.1 | Streptomyces sp. PVA 94-07 - ST 258,4,57,79
259,GCF_000498935.1,Streptomyces sp.,1,HCCB10043,Contig,not validly described,No,2,GCF_000498935.1 | Streptomyces sp. HCCB10043 - ST 259,2,37,53
260,GCF_009865365.1,Streptomyces sp.,1,SID4912,Scaffold,not validly described,No,2,GCF_009865365.1 | Streptomyces sp. SID4912 - ST 260,3,38,54
260,GCF_900091745.1,Streptomyces sp.,1,DpondAA-D4,Contig,not validly described,No,2,GCF_900091745.1 | Streptomyces sp. DpondAA-D4 - ST 260,3,38,54
261,GCF_000590515.1,Streptomyces sp.,1,PRh5,Contig,not validly described,No,5,GCF_000590515.1 | Streptomyces sp. PRh5 - ST 261,2,79,112
262,GCF_000612545.2,Streptomyces sp.,7,P1,Complete Genome,not validly described,No,168,GCF_000612545.2 | Streptomyces sp. P1 - ST 262,0,146,192
263,GCF_009862115.1,Streptomyces sp.,1,SID8359,Scaffold,not validly described,No,33,GCF_009862115.1 | Streptomyces sp. SID8359 - ST 263,2,61,84
263,GCF_000647875.1,Streptomyces sp.,1,SolWspMP-sol2th,Scaffold,not validly described,No,33,GCF_000647875.1 | Streptomyces sp. SolWspMP-sol2th - ST 263,2,61,84
264,GCF_000695235.1,Streptomyces albulus,3,NK660,Complete Genome,correct name,No,32,GCF_000695235.1 | Streptomyces albulus NK660 - ST 264,1,60,82
265,GCF_000698495.1,Streptomyces sp.,6,NTK 937,Contig,not validly described,No,2,GCF_000698495.1 | Streptomyces sp. NTK 937 - ST 265,2,38,54
266,GCF_002966105.1,Streptomyces xinghaiensis,1,OlgR2-7A,Contig,correct name,No,75,GCF_002966105.1 | Streptomyces xinghaiensis OlgR2-7A - ST 266,1,100,137
266,GCF_000700005.2,Streptomyces xinghaiensis,1,ATCC 19609,Contig,correct name,No,75,GCF_000700005.2 | Streptomyces xinghaiensis ATCC 19609 - ST 266,1,100,137
266,GCF_001190165.1,Streptomyces fradiae,1,olg1-1,Contig,correct name,No,75,GCF_001190165.1 | Streptomyces fradiae olg1-1 - ST 266,1,100,137
266,GCF_003122345.2,Streptomyces xinghaiensis,1,OlgR,Contig,correct name,No,75,GCF_003122345.2 | Streptomyces xinghaiensis OlgR - ST 266,1,100,137
266,GCF_001756925.1,Streptomyces fradiae,1,Olg4R,Contig,correct name,No,75,GCF_001756925.1 | Streptomyces fradiae Olg4R - ST 266,1,100,137
267,GCF_000709915.1,Streptomyces griseorubens,1,JSD-1,Scaffold,synonym,No,169,GCF_000709915.1 | Streptomyces griseorubens JSD-1 - ST 267,0,147,193
268,GCF_000716025.1,Streptomyces baarnensis,1,NRRL B-2842,Scaffold,synonym,No,1,GCF_000716025.1 | Streptomyces baarnensis NRRL B-2842 - ST 268,1,1,6
269,GCF_000716515.1,Streptomyces rimosus,1,NRRL B-16073,Contig,correct name,No,8,GCF_000716515.1 | Streptomyces rimosus NRRL B-16073 - ST 269,2,105,142
270,GCF_000716625.1,Streptomyces bikiniensis,1,NRRL ISP-5580,Contig,correct name,No,46,GCF_000716625.1 | Streptomyces bikiniensis NRRL ISP-5580 - ST 270,1,148,194
271,GCF_000716685.1,Streptomyces virginiae,1,NRRL B-8091,Contig,correct name,No,76,GCF_000716685.1 | Streptomyces virginiae NRRL B-8091 - ST 271,1,101,138
272,GCF_000717595.1,Streptomyces flavochromogenes,1,NRRL B-2684,Contig,no record in LPSN entry,No,34,GCF_000717595.1 | Streptomyces flavochromogenes NRRL B-2684 - ST 272,1,62,85
273,GCF_000717655.1,Streptomyces katrae,1,NRRL B-16271,Contig,correct name,No,41,GCF_000717655.1 | Streptomyces katrae NRRL B-16271 - ST 273,1,71,104
274,GCF_000717745.1,Streptomyces violens,1,NRRL ISP-5597,Contig,correct name,Yes,23,GCF_000717745.1 | Streptomyces violens NRRL ISP-5597 - ST 274,1,46,67
275,GCF_000717795.1,Streptomyces griseus,1,NRRL WC-3480,Contig,correct name,No,1,GCF_000717795.1 | Streptomyces griseus NRRL WC-3480 - ST 275,1,1,1
276,GCF_000717845.1,Streptomyces violaceoruber,1,NRRL S-12,Contig,correct name,No,13,GCF_000717845.1 | Streptomyces violaceoruber NRRL S-12 - ST 276,1,12,21
277,GCF_000717925.1,Streptomyces sp.,1,NRRL S-241,Contig,not validly described,No,9,GCF_000717925.1 | Streptomyces sp. NRRL S-241 - ST 277,6,117,156
278,GCF_000718015.1,Streptomyces catenulae,1,NRRL B-2342,Contig,correct name,Yes,17,GCF_000718015.1 | Streptomyces catenulae NRRL B-2342 - ST 278,1,26,41
279,GCF_000718165.1,Streptomyces fulvoviolaceus,1,NRRL B-2870,Contig,no record in LPSN entry,No,170,GCF_000718165.1 | Streptomyces fulvoviolaceus NRRL B-2870 - ST 279,0,149,195
280,GCF_000718205.1,Streptomyces griseus,1,NRRL B-2931,Contig,correct name,No,7,GCF_000718205.1 | Streptomyces griseus NRRL B-2931 - ST 280,2,96,133
280,GCF_001270675.1,Streptomyces griseus,1,NRRL B-2929,Contig,correct name,No,7,GCF_001270675.1 | Streptomyces griseus NRRL B-2929 - ST 280,2,96,133
280,GCF_000721205.1,Streptomyces griseus,1,NRRL B-2930,Contig,correct name,No,7,GCF_000721205.1 | Streptomyces griseus NRRL B-2930 - ST 280,2,96,133
280,GCF_000719035.1,Streptomyces griseus,1,NRRL B-1691,Contig,correct name,No,7,GCF_000719035.1 | Streptomyces griseus NRRL B-1691 - ST 280,2,96,133
280,GCF_000718915.1,Streptomyces sp.,1,NRRL WC-3540,Contig,not validly described,No,7,GCF_000718915.1 | Streptomyces sp. NRRL WC-3540 - ST 280,2,96,133
281,GCF_000718235.1,Streptomyces griseus,1,NRRL B-2932,Contig,correct name,No,7,GCF_000718235.1 | Streptomyces griseus NRRL B-2932 - ST 281,2,96,133
282,GCF_000718375.1,Streptomyces sp.,1,NRRL F-2305,Contig,not validly described,No,77,GCF_000718375.1 | Streptomyces sp. NRRL F-2305 - ST 282,1,102,139
282,GCF_001279005.1,Streptomyces caelestis,1,NRRL B-24567,Contig,correct name,No,77,GCF_001279005.1 | Streptomyces caelestis NRRL B-24567 - ST 282,1,102,139
283,GCF_000718455.1,Streptomyces globisporus,1,NRRL B-2709,Contig,correct name,No,171,GCF_000718455.1 | Streptomyces globisporus NRRL B-2709 - ST 283,0,150,196
284,GCF_000718525.1,Streptomyces griseus,1,NRRL B-2621,Contig,correct name,No,172,GCF_000718525.1 | Streptomyces griseus NRRL B-2621 - ST 284,0,28,43
284,GCF_000721035.1,Streptomyces griseus,1,NRRL B-2621,Contig,correct name,No,172,GCF_000721035.1 | Streptomyces griseus NRRL B-2621 - ST 284,0,28,43
285,GCF_000718675.1,Streptomyces rimosus,1,NRRL WC-3930,Contig,correct name,No,8,GCF_000718675.1 | Streptomyces rimosus NRRL WC-3930 - ST 285,1,105,142
285,GCF_000721665.1,Streptomyces rimosus,1,NRRL WC-3929,Contig,correct name,No,8,GCF_000721665.1 | Streptomyces rimosus NRRL WC-3929 - ST 285,1,105,142
286,GCF_000718705.1,Streptomyces lavendulae,1,NRRL WC-3542,Contig,correct name,No,10,GCF_000718705.1 | Streptomyces lavendulae NRRL WC-3542 - ST 286,2,4,12
286,GCF_000719625.1,Streptomyces sp.,1,NRRL B-1322,Contig,not validly described,No,10,GCF_000719625.1 | Streptomyces sp. NRRL B-1322 - ST 286,2,4,12
286,GCF_017876235.1,Streptomyces cinnamonensis,7,DSM 40803,Contig,synonym,Yes,10,GCF_017876235.1 | Streptomyces cinnamonensis DSM 40803 - ST 286,2,4,12
287,GCF_000719185.1,Streptomyces rimosus,1,NRRL B-2660,Contig,correct name,No,173,GCF_000719185.1 | Streptomyces rimosus NRRL B-2660 - ST 287,0,29,44
287,GCF_000718755.1,Streptomyces rimosus,1,NRRL WC-3560,Contig,correct name,No,173,GCF_000718755.1 | Streptomyces rimosus NRRL WC-3560 - ST 287,0,29,44
288,GCF_000718775.1,Streptomyces sp.,1,NRRL S-31,Contig,not validly described,No,174,GCF_000718775.1 | Streptomyces sp. NRRL S-31 - ST 288,0,151,197
289,GCF_000718935.1,Streptomyces sp.,1,NRRL S-237,Contig,not validly described,No,9,GCF_000718935.1 | Streptomyces sp. NRRL S-237 - ST 289,1,117,157
290,GCF_000718955.1,Streptomyces sp.,1,NRRL S-575,Contig,not validly described,No,9,GCF_000718955.1 | Streptomyces sp. NRRL S-575 - ST 290,3,117,158
290,GCF_000720795.1,Streptomyces sp.,1,NRRL S-515,Contig,not validly described,No,9,GCF_000720795.1 | Streptomyces sp. NRRL S-515 - ST 290,3,117,158
291,GCF_000719265.1,Streptomyces roseoverticillatus,1,NRRL B-3500,Contig,synonym,Yes,175,GCF_000719265.1 | Streptomyces roseoverticillatus NRRL B-3500 - ST 291,0,152,198
292,GCF_000719355.1,Streptomyces griseus,1,NRRL F-5144,Contig,correct name,No,2,GCF_000719355.1 | Streptomyces griseus NRRL F-5144 - ST 292,2,37,52
293,GCF_000719365.1,Streptomyces sp.,1,NRRL S-1448,Contig,not validly described,No,78,GCF_000719365.1 | Streptomyces sp. NRRL S-1448 - ST 293,1,103,140
294,GCF_000719425.1,Streptomyces sp.,1,NRRL F-5639,Contig,not validly described,No,29,GCF_000719425.1 | Streptomyces sp. NRRL F-5639 - ST 294,1,56,78
295,GCF_000719495.1,Streptomyces albidoflavus,1,NRRL F-5621,Contig,correct name,No,3,GCF_000719495.1 | Streptomyces albidoflavus NRRL F-5621 - ST 295,1,57,79
296,GCF_000719505.1,Streptomyces sp.,1,NRRL B-3229,Contig,not validly described,No,176,GCF_000719505.1 | Streptomyces sp. NRRL B-3229 - ST 296,0,153,199
297,GCF_000719555.1,Streptomyces sp.,1,NRRL F-5727,Contig,not validly described,No,177,GCF_000719555.1 | Streptomyces sp. NRRL F-5727 - ST 297,0,154,200
298,GCF_000719585.1,Streptomyces sp.,1,NRRL F-5681,Contig,not validly described,No,7,GCF_000719585.1 | Streptomyces sp. NRRL F-5681 - ST 298,4,96,133
299,GCF_000719605.1,Streptomyces sp.,1,NRRL S-1813,Contig,not validly described,No,64,GCF_000719605.1 | Streptomyces sp. NRRL S-1813 - ST 299,1,92,129
300,GCF_000719655.1,Streptomyces sp.,1,NRRL B-1381,Contig,not validly described,No,7,GCF_000719655.1 | Streptomyces sp. NRRL B-1381 - ST 300,2,96,133
301,GCF_000719735.1,Streptomyces sp.,1,NRRL F-5917,Contig,not validly described,No,29,GCF_000719735.1 | Streptomyces sp. NRRL F-5917 - ST 301,1,56,78
302,GCF_000719785.1,Streptomyces sp.,1,NRRL S-1314,Contig,not validly described,No,21,GCF_000719785.1 | Streptomyces sp. NRRL S-1314 - ST 302,2,42,63
303,GCF_000719865.1,Streptomyces albus,1,NRRL F-4971,Contig,correct name,No,178,GCF_000719865.1 | Streptomyces albus NRRL F-4971 - ST 303,0,155,201
304,GCF_000719895.1,Streptomyces sp.,1,NRRL F-2799,Contig,not validly described,No,52,GCF_000719895.1 | Streptomyces sp. NRRL F-2799 - ST 304,2,83,117
305,GCF_000719925.1,Streptomyces sp.,1,NRRL F-2202,Contig,not validly described,No,7,GCF_000719925.1 | Streptomyces sp. NRRL F-2202 - ST 305,1,96,133
306,GCF_000720135.1,Streptomyces sp.,1,NRRL S-1022,Contig,not validly described,No,179,GCF_000720135.1 | Streptomyces sp. NRRL S-1022 - ST 306,0,156,202
307,GCF_000720175.1,Streptomyces sp.,1,NRRL S-337,Contig,not validly described,No,180,GCF_000720175.1 | Streptomyces sp. NRRL S-337 - ST 307,0,157,203
308,GCF_000720215.1,Streptomyces sp.,1,NRRL S-475,Contig,not validly described,No,14,GCF_000720215.1 | Streptomyces sp. NRRL S-475 - ST 308,3,16,25
309,GCF_000720395.1,Streptomyces flavovirens,1,NRRL B-2182,Contig,correct name,No,1,GCF_000720395.1 | Streptomyces flavovirens NRRL B-2182 - ST 309,1,2,3
310,GCF_000720405.1,Streptomyces sp.,1,NRRL B-24051,Contig,not validly described,No,1,GCF_000720405.1 | Streptomyces sp. NRRL B-24051 - ST 310,1,2,3
311,GCF_000720505.1,Streptomyces sp.,1,NRRL S-146,Contig,not validly described,No,14,GCF_000720505.1 | Streptomyces sp. NRRL S-146 - ST 311,1,16,26
312,GCF_000720675.1,Streptomyces sp.,1,NRRL WC-3795,Contig,not validly described,No,4,GCF_000720675.1 | Streptomyces sp. NRRL WC-3795 - ST 312,1,68,96
313,GCF_000721105.1,Streptomyces cellulosae,1,NRRL B-2687,Contig,correct name,No,181,GCF_000721105.1 | Streptomyces cellulosae NRRL B-2687 - ST 313,0,158,204
314,GCF_000721185.1,Streptomyces griseolus,1,NRRL B-2925,Contig,synonym,Yes,2,GCF_000721185.1 | Streptomyces griseolus NRRL B-2925 - ST 314,2,38,54
315,GCF_000721435.1,Streptomyces sp.,1,NRRL F-5527,Contig,not validly described,No,21,GCF_000721435.1 | Streptomyces sp. NRRL F-5527 - ST 315,1,42,63
316,GCF_000721535.1,Streptomyces hygroscopicus,1,NRRL B-1477,Contig,correct name,No,16,GCF_000721535.1 | Streptomyces hygroscopicus NRRL B-1477 - ST 316,1,24,39
317,GCF_000721575.1,Streptomyces griseus,1,NRRL F-2227,Contig,correct name,No,7,GCF_000721575.1 | Streptomyces griseus NRRL F-2227 - ST 317,1,96,133
318,GCF_000721595.1,Streptomyces sp.,1,NRRL S-325,Contig,not validly described,No,1,GCF_000721595.1 | Streptomyces sp. NRRL S-325 - ST 318,1,2,3
319,GCF_000721605.1,Streptomyces sp.,1,NRRL S-37,Contig,not validly described,No,182,GCF_000721605.1 | Streptomyces sp. NRRL S-37 - ST 319,0,159,205
320,GCF_000721945.1,Streptomyces sp.,1,NRRL WC-3774,Scaffold,not validly described,No,183,GCF_000721945.1 | Streptomyces sp. NRRL WC-3774 - ST 320,0,31,46
